old_act,old_section,new_act,new_section,mapping_type,notes
IPC-1860,274,BNS-2023,276,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,275,BNS-2023,277,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,276,BNS-2023,278,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,277,BNS-2023,279,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,278,BNS-2023,280,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,279,BNS-2023,281,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,280,BNS-2023,282,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,281,BNS-2023,283,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,282,BNS-2023,284,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,283,BNS-2023,285,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,284,BNS-2023,286,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,285,BNS-2023,287,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,286,BNS-2023,288,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,287,BNS-2023,289,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,288,BNS-2023,290,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,289,BNS-2023,291,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,290,BNS-2023,292,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,291,BNS-2023,293,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,292,BNS-2023,294,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,293,BNS-2023,295,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,294,BNS-2023,296,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,294A,BNS-2023,297,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,295,BNS-2023,298,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,295A,BNS-2023,299,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,296,BNS-2023,300,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,297,BNS-2023,301,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,298,BNS-2023,302,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,299,BNS-2023,100,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,300,BNS-2023,101,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,301,BNS-2023,102,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,302,BNS-2023,103,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,303,BNS-2023,104,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,304,BNS-2023,105,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,304A,BNS-2023,106,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,305,BNS-2023,107,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,306,BNS-2023,108,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,307,BNS-2023,109,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,308,BNS-2023,110,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,319,BNS-2023,114,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,321,BNS-2023,115,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,323,BNS-2023,115(2),renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,320,BNS-2023,116,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,322,BNS-2023,117,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,325,BNS-2023,117(2),renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,324,BNS-2023,118,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,326,BNS-2023,118(2),renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,327,BNS-2023,119,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,329,BNS-2023,119(2),renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,330,BNS-2023,120(1),renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,331,BNS-2023,120(2),renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,332,BNS-2023,121,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,333,BNS-2023,121(2),renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,334,BNS-2023,122,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,335,BNS-2023,122(2),renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,328,BNS-2023,123,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,326A,BNS-2023,124,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,326B,BNS-2023,124(2),renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,336,BNS-2023,125,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,337,BNS-2023,125(a),renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,338,BNS-2023,125(b),renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,339,BNS-2023,126,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,341,BNS-2023,126(2),renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,340,BNS-2023,127,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,342,BNS-2023,127(2),renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,343,BNS-2023,127(3),renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,344,BNS-2023,127(4),renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,345,BNS-2023,127(5),renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,346,BNS-2023,127(6),renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,347,BNS-2023,127(7),renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,348,BNS-2023,127(8),renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,349,BNS-2023,128,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,350,BNS-2023,129,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,351,BNS-2023,130,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,352,BNS-2023,131,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,353,BNS-2023,132,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,355,BNS-2023,133,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,356,BNS-2023,134,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,357,BNS-2023,135,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,358,BNS-2023,136,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,359,BNS-2023,137,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,360,BNS-2023,137(1)(a),renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,361,BNS-2023,137(1)(b),renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,363,BNS-2023,137(2),renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,362,BNS-2023,138,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,363A,BNS-2023,139,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,364,BNS-2023,140,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,364A,BNS-2023,140(2),renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,365,BNS-2023,140(3),renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,367,BNS-2023,140(4),renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,366B,BNS-2023,141,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,368,BNS-2023,142,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,370,BNS-2023,143,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,370A,BNS-2023,144,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
